Sample	YEAR	MONTH	Location	Sex
2631	4	12	1	2
2632	4	10	1	1
2633	4	10	1	1
2634	4	10	1	1
2635	4	10	1	2
2636	4	10	1	1
2637	4	10	1	2
2638	4	12	1	1
2639	4	12	1	2
2640	4	10	1	1
2641	4	10	1	2
2642	4	12	1	1
2643	4	10	1	1
2644	4	12	1	1
