Sample	Year	Month	Location	Sex	GSI
1821	3	5	1	2	1.7857
1822	3	9	1	1	1.7585
1823	3	9	3	1	1.7311
1824	3	5	1	2	1.7278
1825	3	11	1	1	1.7191
1826	3	5	1	1	1.7188
1827	3	6	1	2	1.6979
1828	3	9	1	1	1.6951
1829	3	10	1	1	1.6734
1830	3	4	1	1	1.6631
1831	3	11	1	1	1.6514
1832	3	8	1	1	1.645
1833	3	9	1	1	1.6377
1834	3	5	1	1	1.6106
1835	3	9	1	1	1.5946
1836	3	3	1	1	1.5662
1837	3	2	1	1	1.5612
1838	3	6	1	1	1.5555
1839	3	11	1	1	1.545
1840	3	6	1	2	1.5424
1841	3	11	1	1	1.5331
1842	3	3	1	1	1.5242
1843	3	8	1	1	1.519
1844	3	5	1	1	1.5174
1845	3	3	1	1	1.506
1846	3	9	3	1	1.5055
1847	3	11	1	1	1.5054
1848	3	8	1	1	1.4969
1849	3	8	1	1	1.476
1850	3	5	1	1	1.4748
1851	3	5	1	2	1.473
1852	3	4	1	1	1.4721
1853	3	12	1	1	1.4637
1854	3	11	1	1	1.4465
1855	3	9	3	1	1.4455
1856	3	1	3	1	1.4385
1857	3	7	3	1	1.4383
1858	3	9	3	1	1.4375
1859	3	9	1	1	1.4367
1860	3	9	1	1	1.4204
1861	3	9	1	1	1.4124
1862	3	5	1	1	1.4107
1863	3	3	1	1	1.407
1864	3	5	1	1	1.3994
1865	3	8	1	1	1.3938
1866	3	11	1	1	1.3854
1867	3	8	1	1	1.3794
1868	3	11	1	1	1.3684
1869	3	11	1	1	1.3625
1870	3	9	1	1	1.357
1871	3	6	1	1	1.3457
1872	3	11	1	1	1.3228
1873	3	3	1	1	1.3191
1874	3	5	1	1	1.3018
1875	3	7	1	2	1.2726
1876	3	4	1	1	1.2695
1877	3	8	1	1	1.2689
1878	3	9	1	1	1.2687
1879	3	1	2	1	1.2545
1880	3	9	1	1	1.2413
1881	3	7	3	1	1.2359
1882	3	3	1	1	1.2348
1883	3	4	1	2	1.2204
1884	3	5	1	1	1.1933
1885	3	5	1	2	1.1883
1886	3	3	1	1	1.1803
1887	3	8	1	1	1.1557
1888	3	7	3	1	1.1346
1889	3	11	1	1	1.1332
1890	3	5	1	2	1.125
1891	3	3	1	1	1.1124
1892	3	3	1	1	1.1097
1893	3	5	1	1	1.1
1894	3	7	3	1	1.0995
1895	3	7	3	1	1.0958
1896	3	5	1	1	1.091
1897	3	3	1	1	1.0879
1898	3	10	1	1	1.0764
1899	3	4	1	2	1.0538
1900	3	7	1	1	1.0433
1901	3	4	1	1	1.0409
1902	3	3	1	1	1.0259
1903	3	3	1	1	1.0227
1904	3	9	1	1	1.0056
1905	3	9	1	1	1.0048
1906	3	11	1	1	1.0021
1907	3	11	1	1	1
1908	3	3	1	1	0.9969
1909	3	5	1	2	0.9886
1910	3	8	1	1	0.9792
1911	3	5	1	2	0.9758
1912	3	2	1	1	0.9745
1913	3	3	1	1	0.9741
1914	3	5	1	2	0.9547
1915	3	7	3	1	0.9387
1916	3	6	1	2	0.9356
1917	3	3	1	1	0.9287
1918	3	4	1	2	0.9274
1919	3	11	1	1	0.9184
1920	3	5	1	2	0.8994
1921	3	3	1	1	0.8971
1922	3	5	1	2	0.8768
1923	3	3	1	1	0.8571
1924	3	10	1	2	0.8553
1925	3	2	1	1	0.8534
1926	3	2	1	1	0.8441
1927	3	8	1	1	0.842
1928	3	7	1	1	0.8369
1929	3	9	3	1	0.8263
1930	3	9	1	1	0.8244
1931	3	11	1	1	0.8195
1932	3	5	1	2	0.8095
1933	3	3	1	1	0.7965
1934	3	4	1	1	0.7955
1935	3	3	1	1	0.7752
1936	3	4	1	1	0.7643
1937	3	11	1	1	0.7608
1938	3	4	1	1	0.751
1939	3	2	1	1	0.7396
1940	3	10	1	2	0.7181
1941	3	8	1	1	0.7136
1942	3	7	1	2	0.7125
1943	3	2	1	1	0.7083
1944	3	5	1	2	0.7047
1945	3	4	1	2	0.6364
1946	3	7	3	1	0.6008
1947	3	4	1	1	0.5955
1948	3	4	1	2	0.5761
1949	3	9	1	1	0.5633
1950	3	5	1	2	0.5555
1951	3	8	1	1	0.554
1952	3	5	1	1	0.5498
1953	3	5	1	2	0.5483
1954	3	7	1	1	0.5351
1955	3	2	3	2	0.5132
1956	3	2	1	1	0.5061
1957	3	7	1	1	0.502
1958	3	4	1	1	0.4844
1959	3	1	2	1	0.4828
1960	3	4	1	2	0.4794
1961	3	11	1	1	0.4717
1962	3	3	1	1	0.4716
1963	3	1	1	2	0.4685
1964	3	7	1	2	0.4684
1965	3	3	1	2	0.4664
1966	3	7	1	2	0.4567
1967	3	1	2	1	0.4537
1968	3	2	1	1	0.4526
1969	3	4	1	2	0.452
1970	3	4	1	2	0.45
1971	3	4	1	2	0.4492
1972	3	4	1	2	0.4464
1973	3	2	1	1	0.4446
1974	3	3	1	1	0.4367
1975	3	1	1	1	0.4354
1976	3	4	1	2	0.4353
1977	3	4	1	2	0.435
1978	3	4	1	1	0.4311
1979	3	1	1	2	0.4301
1980	3	4	1	1	0.4154
1981	3	2	1	1	0.4107
1982	3	4	1	2	0.4027
1983	3	10	1	2	0.3939
1984	3	2	1	1	0.385
1985	3	4	1	2	0.3781
1986	3	3	1	2	0.3748
1987	3	5	1	2	0.3722
1988	3	1	1	2	0.3691
1989	3	4	1	2	0.3603
1990	3	4	1	2	0.3601
1991	3	4	1	1	0.36
1992	3	11	1	1	0.357
1993	3	3	1	2	0.349
1994	3	3	1	1	0.3437
1995	3	4	1	1	0.3315
1996	3	3	1	2	0.3302
1997	3	3	1	2	0.3292
1998	3	5	1	2	0.3276
1999	3	1	2	2	0.3273
2000	3	1	1	2	0.3272
2001	3	1	1	2	0.3263
2002	3	4	1	2	0.3262
2003	3	1	1	2	0.3228
2004	3	3	1	2	0.3173
2005	3	1	2	2	0.3159
2006	3	1	2	2	0.315
2007	3	1	2	2	0.3135
2008	3	4	1	2	0.313
2009	3	1	1	2	0.3097
2010	3	11	1	1	0.3086
2011	3	1	2	2	0.3078
2012	3	5	1	2	0.3071
2013	3	2	1	2	0.3046
2014	3	5	1	2	0.3015
2015	3	3	1	2	0.2978
2016	3	1	2	2	0.2967
2017	3	12	1	2	0.2954
2018	3	4	1	2	0.291
2019	3	1	3	2	0.2885
2020	3	4	1	2	0.2865
2021	3	1	1	2	0.2827
2022	3	1	1	1	0.2821
2023	3	1	1	2	0.2814
2024	3	1	1	1	0.2777
2025	3	2	1	2	0.2768
2026	3	1	1	1	0.2747
2027	3	5	1	2	0.2727
2028	3	4	1	2	0.272
2029	3	1	1	2	0.2691
2030	3	5	1	2	0.2668
2031	3	4	1	2	0.2654
2032	3	1	1	1	0.2645
2033	3	3	1	2	0.2644
2034	3	1	1	2	0.2632
2035	3	1	2	2	0.2617
2036	3	10	1	2	0.2615
2037	3	1	2	2	0.2596
2038	3	1	2	2	0.2589
2039	3	1	3	1	0.2587
2040	3	7	1	1	0.2577
2041	3	1	1	1	0.2571
2042	3	3	1	2	0.2543
2043	3	1	1	2	0.2529
2044	3	1	1	2	0.2465
2045	3	1	1	2	0.2419
2046	3	1	1	2	0.2405
2047	3	9	1	1	0.238
2048	3	1	1	2	0.2361
2049	3	2	1	2	0.2354
2050	3	1	1	2	0.2352
2051	3	1	1	2	0.235
2052	3	10	1	2	0.2344
2053	3	3	1	1	0.2344
2054	3	6	1	2	0.2321
2055	3	1	1	1	0.2313
2056	3	1	2	2	0.2304
2057	3	1	1	2	0.2303
2058	3	1	2	1	0.2274
2059	3	3	1	2	0.2263
2060	3	9	1	1	0.2253
2061	3	1	1	2	0.2246
2062	3	1	2	2	0.2238
2063	3	1	1	1	0.2223
2064	3	1	1	2	0.2217
2065	3	1	2	2	0.2209
2066	3	12	1	1	0.2193
2067	3	1	2	1	0.2189
2068	3	12	1	1	0.2148
2069	3	1	1	1	0.2141
2070	3	1	2	2	0.2112
2071	3	12	1	1	0.2097
2072	3	12	1	1	0.2095
2073	3	2	1	1	0.2076
2074	3	2	1	1	0.2067
2075	3	4	1	2	0.2061
2076	3	12	1	1	0.2054
2077	3	1	2	1	0.2044
2078	3	3	1	2	0.2038
2079	3	1	1	1	0.2031
2080	3	10	1	2	0.2029
2081	3	10	1	2	0.2029
2082	3	12	1	1	0.2013
2083	3	1	2	2	0.2012
2084	3	1	2	1	0.1986
2085	3	2	3	1	0.1985
2086	3	2	1	1	0.198
2087	3	1	2	1	0.1973
2088	3	10	1	2	0.1971
2089	3	3	1	2	0.1963
2090	3	1	1	1	0.1955
2091	3	1	1	2	0.194
2092	3	5	1	2	0.1933
2093	3	3	1	1	0.1898
2094	3	2	1	1	0.1869
2095	3	2	1	2	0.1858
2096	3	1	2	1	0.1854
2097	3	1	2	2	0.1828
2098	3	1	1	1	0.182
2099	3	3	1	2	0.1798
2100	3	3	1	2	0.179
2101	3	1	1	1	0.1786
2102	3	1	3	1	0.1735
2103	3	1	1	2	0.1711
2104	3	3	1	2	0.1711
2105	3	1	2	1	0.1698
2106	3	1	1	2	0.1693
2107	3	3	1	2	0.1669
2108	3	1	2	1	0.1663
2109	3	1	1	1	0.1622
2110	3	2	1	2	0.1621
2111	3	3	1	1	0.1608
2112	3	3	1	2	0.1608
2113	3	12	1	1	0.1605
2114	3	2	1	2	0.1604
2115	3	10	1	2	0.1602
2116	3	2	1	2	0.1601
2117	3	3	1	2	0.1601
2118	3	2	1	1	0.1599
2119	3	1	1	2	0.1594
2120	3	1	1	1	0.1586
2121	3	1	2	1	0.1584
2122	3	2	1	1	0.1584
2123	3	1	1	1	0.1583
2124	3	2	1	2	0.158
2125	3	1	2	2	0.1575
2126	3	4	1	2	0.1572
2127	3	3	1	2	0.1567
2128	3	2	1	2	0.1565
2129	3	1	1	1	0.1563
2130	3	1	1	2	0.1554
2131	3	1	2	1	0.155
2132	3	1	2	1	0.1545
2133	3	2	1	2	0.1543
2134	3	1	2	2	0.154
2135	3	12	1	1	0.1536
2136	3	2	1	1	0.1535
2137	3	2	1	2	0.1531
2138	3	12	1	1	0.1528
2139	3	1	2	1	0.1527
2140	3	4	1	2	0.1519
2141	3	1	2	1	0.1509
2142	3	1	2	2	0.1508
2143	3	12	1	1	0.15
2144	3	2	1	1	0.15
2145	3	3	1	2	0.1491
2146	3	12	1	1	0.1462
2147	3	1	2	1	0.1456
2148	3	1	2	1	0.1436
2149	3	12	1	1	0.1415
2150	3	10	1	2	0.1413
2151	3	2	1	1	0.1411
2152	3	2	1	2	0.1408
2153	3	1	2	2	0.1405
2154	3	3	1	2	0.14
2155	3	3	1	2	0.1399
2156	3	2	1	2	0.1387
2157	3	2	1	1	0.1383
2158	3	2	1	1	0.1374
2159	3	2	1	2	0.1369
2160	3	1	2	2	0.136
2161	3	3	1	2	0.1351
2162	3	2	1	2	0.1329
2163	3	11	1	1	0.1328
2164	3	1	2	2	0.1323
2165	3	3	1	2	0.1322
2166	3	2	1	2	0.1321
2167	3	3	1	2	0.132
2168	3	12	1	1	0.1319
2169	3	1	2	1	0.1303
2170	3	1	2	1	0.1301
2171	3	12	1	1	0.1296
2172	3	12	1	1	0.1293
2173	3	1	2	1	0.1287
2174	3	1	2	1	0.1286
2175	3	12	1	1	0.1282
2176	3	2	1	1	0.1274
2177	3	12	1	1	0.1272
2178	3	1	1	1	0.1265
2179	3	10	1	2	0.1261
2180	3	12	1	1	0.126
2181	3	1	1	2	0.1246
2182	3	2	1	1	0.1246
2183	3	1	1	1	0.1236
2184	3	10	1	2	0.1231
2185	3	1	2	1	0.122
2186	3	1	2	1	0.1211
2187	3	2	1	1	0.1211
2188	3	2	1	2	0.1211
2189	3	12	1	1	0.1206
2190	3	1	2	1	0.1202
2191	3	2	1	1	0.1202
2192	3	12	1	1	0.1189
2193	3	12	1	1	0.1162
2194	3	12	1	1	0.1156
2195	3	2	1	2	0.1147
2196	3	1	1	1	0.1137
2197	3	1	2	1	0.1135
2198	3	1	1	1	0.1132
2199	3	3	1	2	0.1131
2200	3	2	1	2	0.1126
2201	3	1	2	1	0.1124
2202	3	10	1	1	0.1116
2203	3	2	1	2	0.1073
2204	3	2	1	2	0.1066
2205	3	12	1	1	0.1051
2206	3	1	1	1	0.1051
2207	3	12	1	1	0.1045
2208	3	12	1	1	0.1041
2209	3	1	2	1	0.1031
2210	3	1	1	1	0.1021
2211	3	3	1	2	0.1004
2212	3	4	1	1	0.1
2213	3	1	2	1	0.0991
2214	3	1	1	1	0.099
2215	3	12	1	1	0.0984
2216	3	2	1	2	0.0984
2217	3	1	2	2	0.0976
2218	3	1	2	1	0.0954
2219	3	3	1	2	0.0934
2220	3	12	1	1	0.0932
2221	3	12	1	1	0.091
2222	3	10	1	2	0.0907
2223	3	1	3	1	0.089
2224	3	2	1	2	0.0885
2225	3	10	1	1	0.0877
2226	3	1	1	1	0.0875
2227	3	1	1	1	0.0866
2228	3	2	1	1	0.0854
2229	3	3	1	2	0.0847
2230	3	1	2	1	0.0844
2231	3	10	1	1	0.0831
2232	3	2	1	2	0.0812
2233	3	1	1	1	0.0798
2234	3	4	1	2	0.0797
2235	3	2	1	2	0.0761
2236	3	1	2	2	0.073
2237	3	10	1	1	0.0714
2238	3	10	1	1	0.0706
2239	3	1	1	1	0.0686
2240	3	10	1	1	0.0679
2241	3	10	1	2	0.0671
2242	3	11	1	2	0.0665
2243	3	2	1	1	0.0644
2244	3	1	1	1	0.0643
2245	3	4	1	2	0.0643
2246	3	11	1	1	0.0639
2247	3	2	1	2	0.0638
2248	3	11	1	1	0.0637
2249	3	10	1	1	0.0633
2250	3	10	1	2	0.0618
2251	3	11	1	1	0.0593
2252	3	10	1	1	0.0568
2253	3	3	1	2	0.0564
2254	3	10	1	1	0.0558
2255	3	11	1	2	0.0549
2256	3	10	1	1	0.0533
2257	3	10	1	1	0.0519
2258	3	3	1	2	0.0506
2259	3	10	1	1	0.0502
2260	3	10	1	1	0.0479
2261	3	2	1	2	0.0457
2262	3	3	1	2	0.0449
2263	3	4	1	2	0.0441
2264	3	10	1	1	0.0435
2265	3	11	1	1	0.0433
2266	3	10	1	1	0.0411
2267	3	11	1	1	0.0407
2268	3	11	1	2	0.0403
2269	3	2	1	2	0.0399
2270	3	7	1	2	0.0394
2271	3	11	1	1	0.0387
2272	3	10	1	1	0.0366
2273	3	10	1	1	0.035
2274	3	10	1	2	0.0349
2275	3	10	1	2	0.034
2276	3	11	1	1	0.0275
2277	3	10	1	2	0.0246
2278	3	2	1	2	0.0243
2279	3	10	1	1	0.024
2280	3	10	1	1	0.0237
2281	3	10	1	1	0.0207
2282	3	7	1	1	0.0124
2283	3	7	1	1	0.0064
2284	4	9	1	2	10.6168
2285	4	12	1	2	10.4052
2286	4	7	1	2	10.279
2287	4	12	1	2	10.0054
2288	4	9	1	2	9.9784
2289	4	9	1	2	9.7664
2290	4	12	1	2	9.745
2291	4	10	1	2	9.6262
2292	4	12	1	2	9.5746
2293	4	7	1	2	9.5509
2294	4	9	1	2	9.4658
2295	4	12	1	2	9.3888
2296	4	12	1	2	9.247
2297	4	12	1	2	9.1072
2298	4	12	1	2	9.0272
2299	4	9	1	2	9.0189
2300	4	12	1	2	8.9694
2301	4	9	1	2	8.9471
2302	4	9	1	2	8.7816
2303	4	12	1	2	8.718
2304	4	12	1	2	8.6294
2305	4	9	1	2	8.5398
2306	4	9	1	2	8.33
2307	4	9	1	2	8.2559
2308	4	7	1	2	8.12
2309	4	12	1	2	8.0801
2310	4	9	1	2	7.9514
2311	4	9	1	2	7.9126
2312	4	7	1	2	7.8473
2313	4	9	1	2	7.8125
2314	4	9	1	2	7.694
2315	4	9	1	2	7.6533
2316	4	9	1	2	7.4819
2317	4	8	1	2	7.4559
2318	4	9	1	2	7.3815
2319	4	9	1	2	7.2984
2320	4	8	1	2	7.2771
2321	4	9	1	2	7.2762
2322	4	11	3	2	7.2079
2323	4	7	1	2	7.2065
2324	4	8	1	2	7.088
2325	4	9	1	2	7.0761
2326	4	8	1	2	7.0594
2327	4	8	1	2	7.0341
2328	4	7	1	2	7.0037
2329	4	9	1	2	6.9806
2330	4	8	1	2	6.9764
2331	4	9	1	2	6.9489
2332	4	8	1	2	6.8732
2333	4	12	1	2	6.7772
2334	4	8	1	2	6.7329
2335	4	9	1	2	6.7143
2336	4	8	1	2	6.6702
2337	4	9	1	2	6.5903
2338	4	8	1	2	6.5275
2339	4	9	1	2	6.5074
2340	4	7	1	2	6.4624
2341	4	8	1	2	6.4304
2342	4	8	1	2	6.3833
2343	4	7	1	2	6.2984
2344	4	8	1	2	6.2169
2345	4	8	1	2	6.2105
2346	4	7	1	2	6.162
2347	4	7	1	2	6.1186
2348	4	7	1	2	6.0811
2349	4	11	3	2	6.025
2350	4	7	1	2	5.9961
2351	4	8	1	2	5.8421
2352	4	9	1	2	5.8405
2353	4	8	1	2	5.8356
2354	4	7	1	2	5.7889
2355	4	8	1	2	5.7557
2356	4	7	1	2	5.7426
2357	4	7	1	2	5.7004
2358	4	7	1	2	5.6662
2359	4	9	1	2	5.6539
2360	4	9	1	2	5.6233
2361	4	7	1	2	5.6163
2362	4	7	1	2	5.6025
2363	4	8	1	2	5.5047
2364	4	9	1	2	5.4743
2365	4	7	1	2	5.4055
2366	4	8	1	2	5.3754
2367	4	7	1	2	5.3256
2368	4	7	1	2	5.2587
2369	4	8	1	2	5.1891
2370	4	7	1	2	5.1679
2371	4	8	1	2	5.1657
2372	4	7	1	2	5.138
2373	4	9	1	2	5.0541
2374	4	7	1	2	5.0117
2375	4	8	1	2	4.9892
2376	4	7	1	2	4.9498
2377	4	7	1	2	4.8305
2378	4	7	1	2	4.7949
2379	4	7	1	2	4.7813
2380	4	10	1	2	4.5348
2381	4	8	1	2	4.193
2382	4	8	1	2	4.0386
2383	4	12	1	2	4.0062
2384	4	8	1	1	3.9413
2385	4	7	1	2	3.9391
2386	4	7	1	2	3.9367
2387	4	7	1	2	3.833
2388	4	7	1	1	3.5933
2389	4	9	1	1	3.5575
2390	4	8	1	1	3.4574
2391	4	12	1	2	3.3422
2392	4	7	1	2	3.2836
2393	4	8	1	1	3.215
2394	4	8	1	1	3.1444
2395	4	8	1	2	3.107
2396	4	7	1	1	3.0629
2397	4	8	1	1	3.0269
2398	4	7	1	1	3.0089
2399	4	12	1	1	2.9877
2400	4	7	1	1	2.8942
2401	4	8	1	1	2.8734
2402	4	12	1	1	2.8268
2403	4	8	1	1	2.811
2404	4	10	1	2	2.8079
2405	4	9	1	1	2.7886
2406	4	7	1	1	2.7764
2407	4	10	1	1	2.7625
2408	4	7	1	1	2.7169
2409	4	8	1	1	2.6957
2410	4	7	1	1	2.6439
2411	4	7	1	1	2.626
2412	4	9	1	1	2.6213
2413	4	8	1	1	2.5917
2414	4	9	1	1	2.5463
2415	4	7	1	1	2.5134
2416	4	9	1	1	2.4386
2417	4	9	1	1	2.4196
2418	4	7	1	1	2.4094
2419	4	12	1	1	2.3914
2420	4	7	1	1	2.3901
2421	4	12	1	1	2.3556
2422	4	7	1	1	2.3337
2423	4	8	1	1	2.3228
2424	4	7	1	1	2.2995
2425	4	8	1	1	2.2863
2426	4	8	1	1	2.2853
2427	4	8	1	1	2.2784
2428	4	9	1	1	2.2658
2429	4	9	1	1	2.261
2430	4	9	1	1	2.1705
2431	4	8	1	1	2.1028
2432	4	8	1	1	2.101
2433	4	8	1	1	2.065
2434	4	9	1	1	2.0529
2435	4	9	1	1	2.0231
2436	4	12	1	1	2.0204
2437	4	7	1	1	2.006
2438	4	7	1	1	2.0027
2439	4	9	1	1	1.9752
2440	4	7	1	2	1.9737
2441	4	9	1	1	1.9651
2442	4	7	1	1	1.9554
2443	4	7	1	1	1.9293
2444	4	12	1	1	1.9247
2445	4	11	3	1	1.923
2446	4	7	1	1	1.8931
2447	4	9	1	1	1.8856
2448	4	9	1	1	1.8512
2449	4	7	1	1	1.843
2450	4	10	1	1	1.8067
2451	4	7	1	1	1.7896
2452	4	9	1	1	1.7842
2453	4	7	1	1	1.7537
2454	4	12	1	1	1.746
2455	4	7	1	1	1.7194
2456	4	11	3	1	1.7106
2457	4	8	1	1	1.7005
2458	4	9	1	1	1.6958
2459	4	7	1	1	1.6549
2460	4	9	1	1	1.5621
2461	4	10	1	1	1.505
2462	4	9	1	1	1.5029
2463	4	7	1	1	1.4699
2464	4	9	1	1	1.4481
2465	4	9	1	1	1.4393
2466	4	8	1	1	1.4144
2467	4	12	1	1	1.4098
2468	4	11	3	1	1.3951
2469	4	8	1	1	1.3893
2470	4	7	1	1	1.3299
2471	4	9	1	1	1.3233
2472	4	7	1	1	1.3083
2473	4	9	1	1	1.2351
2474	4	9	1	1	1.2333
2475	4	7	1	1	1.2084
2476	4	7	1	1	1.1803
2477	4	8	1	1	1.1533
2478	4	7	1	1	1.1449
2479	4	8	1	2	1.1131
2480	4	8	1	1	1.0771
2481	4	8	1	1	1.0638
2482	4	9	1	1	1.0622
2483	4	8	1	1	1.0102
2484	4	9	1	1	0.9857
2485	4	7	1	1	0.9749
2486	4	8	1	1	0.9003
2487	4	8	1	1	0.8995
2488	4	8	1	1	0.8811
2489	4	12	1	2	0.8726
2490	4	8	1	2	0.8301
2491	4	8	1	1	0.7531
2492	4	8	1	2	0.7475
2493	4	9	1	1	0.6579
2494	4	8	1	1	0.6552
2495	4	8	1	1	0.6546
2496	4	7	1	1	0.6435
2497	4	8	1	1	0.6407
2498	4	9	1	1	0.6085
2499	4	10	1	2	0.5587
2500	4	12	1	2	0.5538
2501	4	10	1	1	0.5
2502	4	12	1	2	0.4957
2503	4	10	1	2	0.4825
2504	4	9	1	1	0.4441
2505	4	12	1	2	0.4056
2506	4	12	1	2	0.4026
2507	4	12	1	2	0.3667
2508	4	12	1	2	0.362
2509	4	12	1	2	0.3259
2510	4	12	1	2	0.3168
2511	4	12	1	2	0.2969
2512	4	12	1	2	0.2847
2513	4	12	1	2	0.2788
2514	4	12	1	1	0.2481
2515	4	12	1	2	0.2391
2516	4	10	1	2	0.2364
2517	4	12	1	2	0.2263
2518	4	12	1	2	0.2222
2519	4	12	1	2	0.2127
2520	4	10	1	2	0.2103
2521	4	12	1	1	0.2082
2522	4	12	1	2	0.205
2523	4	12	1	2	0.1806
2524	4	12	1	2	0.177
2525	4	10	1	2	0.1706
2526	4	12	1	2	0.1697
2527	4	12	1	1	0.1614
2528	4	12	1	2	0.1551
2529	4	12	1	1	0.1516
2530	4	10	1	2	0.1468
2531	4	10	1	2	0.1456
2532	4	10	1	2	0.1439
2533	4	12	1	1	0.1432
2534	4	12	1	1	0.1432
2535	4	12	1	1	0.1424
2536	4	12	1	1	0.1419
2537	4	10	1	1	0.1406
2538	4	12	1	1	0.1406
2539	4	12	1	1	0.1402
2540	4	12	1	2	0.1396
2541	4	12	1	2	0.1394
2542	4	12	1	1	0.1366
2543	4	12	1	2	0.136
2544	4	12	1	2	0.1346
2545	4	12	1	2	0.1317
2546	4	10	1	2	0.1281
2547	4	12	1	2	0.128
2548	4	12	1	2	0.1264
2549	4	10	1	2	0.124
2550	4	10	1	1	0.1225
2551	4	12	1	2	0.122
2552	4	10	1	1	0.1206
2553	4	12	1	2	0.1181
2554	4	10	1	1	0.1173
2555	4	12	1	1	0.1103
2556	4	12	1	2	0.1087
2557	4	12	1	1	0.1082
2558	4	12	1	1	0.1078
2559	4	12	1	1	0.1061
2560	4	12	1	1	0.1057
2561	4	10	1	2	0.1039
2562	4	12	1	2	0.1026
2563	4	10	1	1	0.1003
2564	4	12	1	1	0.1
2565	4	12	1	1	0.0996
2566	4	12	1	1	0.0985
2567	4	12	1	1	0.0977
2568	4	12	1	1	0.0962
2569	4	12	1	1	0.0952
2570	4	12	1	2	0.0933
2571	4	10	1	1	0.0904
2572	4	10	1	1	0.0902
2573	4	12	1	1	0.0899
2574	4	12	1	1	0.0894
2575	4	10	1	1	0.0893
2576	4	12	1	1	0.0891
2577	4	12	1	2	0.0889
2578	4	10	1	1	0.0874
2579	4	10	1	1	0.0849
2580	4	10	1	2	0.0835
2581	4	12	1	1	0.0826
2582	4	12	1	1	0.0806
2583	4	12	1	1	0.0805
2584	4	10	1	2	0.0802
2585	4	12	1	1	0.0796
2586	4	12	1	1	0.0789
2587	4	12	1	2	0.0789
2588	4	10	1	1	0.0786
2589	4	12	1	1	0.0776
2590	4	12	1	1	0.0773
2591	4	10	1	1	0.0765
2592	4	10	1	1	0.076
2593	4	9	1	1	0.0757
2594	4	12	1	1	0.0755
2595	4	10	1	1	0.0741
2596	4	12	1	1	0.0741
2597	4	12	1	1	0.0733
2598	4	12	1	1	0.0731
2599	4	12	1	1	0.0728
2600	4	12	1	2	0.072
2601	4	12	1	1	0.071
2602	4	12	1	1	0.0693
2603	4	12	1	2	0.0686
2604	4	12	1	1	0.0678
2605	4	12	1	1	0.0676
2606	4	12	1	2	0.0658
2607	4	10	1	1	0.0657
2608	4	12	1	1	0.0654
2609	4	10	1	1	0.063
2610	4	12	1	2	0.0628
2611	4	12	1	1	0.0577
2612	4	10	1	2	0.0574
2613	4	12	1	1	0.0567
2614	4	8	1	1	0.054
2615	4	10	1	2	0.0538
2616	4	10	1	1	0.053
2617	4	12	1	1	0.0497
2618	4	12	1	2	0.0492
2619	4	10	1	1	0.0481
2620	4	12	1	2	0.0464
2621	4	10	1	2	0.0462
2622	4	10	1	1	0.0455
2623	4	12	1	1	0.0452
2624	4	10	1	1	0.0423
2625	4	10	1	1	0.0417
2626	4	10	1	1	0.0398
2627	4	12	1	1	0.0398
2628	4	10	1	1	0.0367
2629	4	8	1	1	0.0358
2630	4	12	1	1	0.0356
2631	4	12	1	2	0.0349
2632	4	10	1	1	0.0343
2633	4	10	1	1	0.0335
2634	4	10	1	1	0.0331
2635	4	10	1	2	0.0308
2636	4	10	1	1	0.0307
2637	4	10	1	2	0.0292
2638	4	12	1	1	0.0258
2639	4	12	1	2	0.0257
2640	4	10	1	1	0.02
2641	4	10	1	2	0.0191
2642	4	12	1	1	0.0165
2643	4	10	1	1	0.0132
2644	4	12	1	1	0.007
