Sample GSI YEAR MONTH Location Sex
1585 1586 7.0392 3 8 1 2
1586 1587 7.0273 3 8 1 2
1587 1588 6.9819 3 9 1 2
1588 1589 6.9603 3 11 1 2
1589 1590 6.9479 3 8 1 2
1590 1591 6.9463 3 7 1 2
1591 1592 6.918 3 7 3 2
1592 1593 6.8828 3 9 1 2
1593 1594 6.8655 3 8 1 2
1594 1595 6.8544 3 11 1 2
1595 1596 6.8158 3 11 1 2
1596 1597 6.7784 3 9 1 2
1597 1598 6.7357 3 9 1 2
1598 1599 6.7341 3 8 1 2
1599 1600 6.7191 3 7 1 2
1600 1601 6.6869 3 9 1 2
1601 1602 6.5709 3 9 3 2
1602 1603 6.5419 3 9 3 2
1603 1604 6.539 3 7 1 2
1604 1605 6.5106 3 9 3 2
1605 1606 6.4774 3 9 1 2
1606 1607 6.394 3 7 3 2
1607 1608 6.392 3 7 3 2
1608 1609 6.3918 3 9 1 2
1609 1610 6.3739 3 8 1 2
1610 1611 6.3689 3 7 1 2
1611 1612 6.3676 3 7 1 2
1612 1613 6.3447 3 7 1 2
1613 1614 6.3442 3 7 1 2
1614 1615 6.2993 3 8 1 2
1615 1616 6.2773 3 9 1 2
1616 1617 6.2704 3 7 1 2
1617 1618 6.2134 3 6 1 2
1618 1619 6.1789 3 11 1 2
1619 1620 6.1468 3 7 3 2
1620 1621 6.1447 3 8 1 2
1621 1622 6.1386 3 1 1 2
1622 1623 6.1132 3 6 1 2
1623 1624 6.1054 3 7 1 2
1624 1625 6.1018 3 7 1 2
1625 1626 6.0511 3 7 3 2
1626 1627 5.9891 3 7 1 2
1627 1628 5.9416 3 9 1 2
1628 1629 5.8789 3 6 1 2
1629 1630 5.8357 3 7 3 2
1630 1631 5.7744 3 7 3 2
1631 1632 5.7587 3 7 3 2
1632 1633 5.7534 3 7 3 2
1633 1634 5.7512 3 9 1 2
1634 1635 5.7448 3 7 1 2
1635 1636 5.7398 3 8 1 2
1636 1637 5.6928 3 8 3 2
1637 1638 5.6359 3 8 1 2
1638 1639 5.5966 3 9 3 2
1639 1640 5.5824 3 9 3 2
1640 1641 5.5703 3 7 3 2
1641 1642 5.5372 3 7 1 2
1642 1643 5.5022 3 7 3 2
1643 1644 5.4522 3 7 1 2
1644 1645 5.4505 3 6 1 2
1645 1646 5.4503 3 7 1 2
1646 1647 5.3984 3 6 1 2
1647 1648 5.3175 3 6 1 2
1648 1649 5.313 3 7 1 2
1649 1650 5.3015 3 7 1 2
1650 1651 5.2373 3 8 1 2
1651 1652 5.2154 3 8 1 2
1652 1653 5.2051 3 6 1 2
1653 1654 5.1983 3 6 1 2
1654 1655 5.1816 3 6 1 2
1655 1656 5.1564 3 8 1 2
1656 1657 5.1333 3 8 1 2
1657 1658 5.1332 3 6 1 2
1658 1659 5.1328 3 6 1 2
1659 1660 5.1312 3 6 1 2
1660 1661 5.0926 3 6 1 2
1661 1662 5.0863 3 9 1 2
1662 1663 5.0859 3 7 1 2
1663 1664 5.0765 3 8 1 2
1664 1665 5.072 3 6 1 2
1665 1666 4.9456 3 6 1 2
1666 1667 4.8069 3 2 1 2
1667 1668 4.685 3 6 1 2
1668 1669 4.6326 3 6 1 2
1669 1670 4.5526 3 7 3 2
1670 1671 4.5461 3 4 1 1
1671 1672 4.5132 3 5 1 2
1672 1673 4.4491 3 5 1 2
1673 1674 4.4402 3 6 1 2
1674 1675 4.4245 3 6 1 2
1675 1676 4.3298 3 10 1 1
1676 1677 4.2245 3 7 1 2
1677 1678 4.1375 3 6 1 2
1678 1679 4.0077 3 7 1 1
1679 1680 3.9544 3 6 1 2
1680 1681 3.8993 3 10 1 2
1681 1682 3.8921 3 6 1 2
1682 1683 3.8539 3 7 1 1
1683 1684 3.7866 3 9 1 2
1684 1685 3.6782 3 7 1 1
1685 1686 3.5841 3 8 1 1
1686 1687 3.5432 3 6 1 1
1687 1688 3.5407 3 6 1 2
1688 1689 3.5377 3 11 1 2
1689 1690 3.493 3 6 1 2
1690 1691 3.3677 3 6 1 1
1691 1692 3.3474 3 10 1 1
1692 1693 3.3018 3 7 1 1
1693 1694 3.2127 3 7 1 1
1694 1695 3.2008 3 6 1 1
1695 1696 3.1724 3 11 1 1
1696 1697 3.1514 3 6 1 1
1697 1698 3.1343 3 7 1 1
1698 1699 3.1056 3 7 1 1
1699 1700 3.0962 3 6 1 1
1700 1701 3.0758 3 7 1 1
1701 1702 3.0692 3 6 1 1
1702 1703 3.0577 3 5 1 2
1703 1704 3.0409 3 7 1 1
1704 1705 2.9466 3 5 1 1
1705 1706 2.9211 3 7 1 1
1706 1707 2.9071 3 6 1 1
1707 1708 2.9065 3 8 1 1
1708 1709 2.902 3 8 1 1
1709 1710 2.8965 3 6 1 2
1710 1711 2.8672 3 10 1 1
1711 1712 2.8437 3 6 1 2
1712 1713 2.8344 3 7 3 1
1713 1714 2.828 3 10 1 2
1714 1715 2.8229 3 4 1 1
1715 1716 2.7935 3 7 1 1
1716 1717 2.787 3 7 1 1
1717 1718 2.7839 3 5 1 1
1718 1719 2.7711 3 5 1 1
1719 1720 2.7686 3 7 1 1
1720 1721 2.7548 3 10 1 1
1721 1722 2.7387 3 4 1 1
1722 1723 2.7273 3 7 3 1
1723 1724 2.7251 3 5 1 2
1724 1725 2.7076 3 7 1 1
1725 1726 2.7019 3 10 3 1
1726 1727 2.6984 3 6 1 1
1727 1728 2.6953 3 8 1 1
1728 1729 2.6621 3 9 1 1
1729 1730 2.6569 3 4 1 1
1730 1731 2.6483 3 6 1 1
1731 1732 2.6345 3 6 1 1
1732 1733 2.6009 3 6 1 1
1733 1734 2.5895 3 6 1 1
1734 1735 2.5777 3 7 1 1
1735 1736 2.5763 3 7 1 1
1736 1737 2.5321 3 5 1 1
1737 1738 2.4984 3 10 1 1
1738 1739 2.4976 3 6 1 1
1739 1740 2.4955 3 6 1 1
1740 1741 2.4953 3 4 1 1
1741 1742 2.4917 3 5 1 1
1742 1743 2.4906 3 4 1 1
1743 1744 2.478 3 7 1 1
1744 1745 2.4763 3 6 1 1
1745 1746 2.4601 3 6 1 1
1746 1747 2.4528 3 4 1 1
1747 1748 2.4522 3 6 1 1
1748 1749 2.4475 3 9 1 1
1749 1750 2.4073 3 4 1 1
1750 1751 2.3984 3 6 1 2
1751 1752 2.3846 3 4 1 1
1752 1753 2.3827 3 9 1 1
1753 1754 2.3782 3 6 1 1
1754 1755 2.3742 3 11 1 1
1755 1756 2.3645 3 4 1 1
1756 1757 2.3625 3 4 1 1
1757 1758 2.3624 3 5 1 1
1758 1759 2.3578 3 5 1 1
1759 1760 2.3447 3 5 1 2
1760 1761 2.3242 3 6 1 1
1761 1762 2.3231 3 5 1 1
1762 1763 2.3218 3 4 1 1
1763 1764 2.311 3 1 1 1
1764 1765 2.3086 3 6 1 1
1765 1766 2.3085 3 10 1 1
1766 1767 2.3047 3 7 1 1
1767 1768 2.2917 3 4 1 1
1768 1769 2.2888 3 4 1 1
1769 1770 2.2794 3 10 1 2
1770 1771 2.2751 3 2 1 1
1771 1772 2.2742 3 9 1 1
1772 1773 2.2736 3 7 1 1
1773 1774 2.2594 3 6 1 1
1774 1775 2.2491 3 7 1 1
1775 1776 2.238 3 9 1 1
1776 1777 2.2111 3 8 1 1
1777 1778 2.1912 3 6 1 1
1778 1779 2.1726 3 6 1 1
1779 1780 2.169 3 7 1 1
1780 1781 2.1686 3 7 1 1
1781 1782 2.1526 3 8 1 1
1782 1783 2.1248 3 4 1 1
1783 1784 2.1041 3 6 1 1
1784 1785 2.0947 3 5 1 1
1785 1786 2.0845 3 5 1 1
1786 1787 2.0833 3 10 1 1
1787 1788 2.08 3 6 1 1
1788 1789 2.0667 3 5 1 1
1789 1790 2.0643 3 8 1 1
1790 1791 2.0612 3 6 1 1
1791 1792 2.0554 3 5 1 1
1792 1793 2.0485 3 5 1 2
1793 1794 2.0401 3 10 1 1
1794 1795 2.0306 3 5 1 2
1795 1796 2.0305 3 9 1 1
1796 1797 2.0082 3 5 1 2
1797 1798 1.9926 3 9 1 1
1798 1799 1.9837 3 6 1 1
1799 1800 1.9816 3 3 1 1
1800 1801 1.9756 3 9 1 1
1801 1802 1.9244 3 9 1 1
1802 1803 1.916 3 9 1 1
1803 1804 1.9103 3 11 1 2
1804 1805 1.9085 3 9 1 1
1805 1806 1.9068 3 9 1 1
1806 1807 1.9018 3 4 1 2
1807 1808 1.9007 3 9 1 1
1808 1809 1.8888 3 4 1 1
1809 1810 1.8596 3 5 1 1
1810 1811 1.8502 3 5 1 1
1811 1812 1.8322 3 8 1 1
1812 1813 1.8243 3 6 1 1
1813 1814 1.8182 3 4 1 1
1814 1815 1.8095 3 9 1 1
1815 1816 1.8072 3 5 1 1
1816 1817 1.8044 3 7 1 1
1817 1818 1.7994 3 5 1 1
1818 1819 1.7952 3 5 1 1
1819 1820 1.7925 3 9 1 1
1820 1821 1.7857 3 5 1 2
1821 1822 1.7585 3 9 1 1
1822 1823 1.7311 3 9 3 1
1823 1824 1.7278 3 5 1 2
1824 1825 1.7191 3 11 1 1
1825 1826 1.7188 3 5 1 1
1826 1827 1.6979 3 6 1 2
1827 1828 1.6951 3 9 1 1
1828 1829 1.6734 3 10 1 1
1829 1830 1.6631 3 4 1 1
1830 1831 1.6514 3 11 1 1
1831 1832 1.645 3 8 1 1
1832 1833 1.6377 3 9 1 1
1833 1834 1.6106 3 5 1 1
1834 1835 1.5946 3 9 1 1
1835 1836 1.5662 3 3 1 1
1836 1837 1.5612 3 2 1 1
1837 1838 1.5555 3 6 1 1
1838 1839 1.545 3 11 1 1
1839 1840 1.5424 3 6 1 2
1840 1841 1.5331 3 11 1 1
1841 1842 1.5242 3 3 1 1
1842 1843 1.519 3 8 1 1
1843 1844 1.5174 3 5 1 1
1844 1845 1.506 3 3 1 1
1845 1846 1.5055 3 9 3 1
1846 1847 1.5054 3 11 1 1
1847 1848 1.4969 3 8 1 1
1848 1849 1.476 3 8 1 1
1849 1850 1.4748 3 5 1 1
1850 1851 1.473 3 5 1 2
1851 1852 1.4721 3 4 1 1
1852 1853 1.4637 3 12 1 1
1853 1854 1.4465 3 11 1 1
1854 1855 1.4455 3 9 3 1
1855 1856 1.4385 3 1 3 1
1856 1857 1.4383 3 7 3 1
1857 1858 1.4375 3 9 3 1
1858 1859 1.4367 3 9 1 1
1859 1860 1.4204 3 9 1 1
1860 1861 1.4124 3 9 1 1
1861 1862 1.4107 3 5 1 1
1862 1863 1.407 3 3 1 1
1863 1864 1.3994 3 5 1 1
1864 1865 1.3938 3 8 1 1
1865 1866 1.3854 3 11 1 1
1866 1867 1.3794 3 8 1 1
1867 1868 1.3684 3 11 1 1
1868 1869 1.3625 3 11 1 1
1869 1870 1.357 3 9 1 1
1870 1871 1.3457 3 6 1 1
1871 1872 1.3228 3 11 1 1
1872 1873 1.3191 3 3 1 1
1873 1874 1.3018 3 5 1 1
1874 1875 1.2726 3 7 1 2
1875 1876 1.2695 3 4 1 1
1876 1877 1.2689 3 8 1 1
1877 1878 1.2687 3 9 1 1
1878 1879 1.2545 3 1 2 1
1879 1880 1.2413 3 9 1 1
1880 1881 1.2359 3 7 3 1
1881 1882 1.2348 3 3 1 1
1882 1883 1.2204 3 4 1 2
1883 1884 1.1933 3 5 1 1
1884 1885 1.1883 3 5 1 2
1885 1886 1.1803 3 3 1 1
1886 1887 1.1557 3 8 1 1
1887 1888 1.1346 3 7 3 1
1888 1889 1.1332 3 11 1 1
1889 1890 1.125 3 5 1 2
1890 1891 1.1124 3 3 1 1
1891 1892 1.1097 3 3 1 1
1892 1893 1.1 3 5 1 1
1893 1894 1.0995 3 7 3 1
1894 1895 1.0958 3 7 3 1
1895 1896 1.091 3 5 1 1
1896 1897 1.0879 3 3 1 1
1897 1898 1.0764 3 10 1 1
1898 1899 1.0538 3 4 1 2
1899 1900 1.0433 3 7 1 1
1900 1901 1.0409 3 4 1 1
1901 1902 1.0259 3 3 1 1
1902 1903 1.0227 3 3 1 1
1903 1904 1.0056 3 9 1 1
1904 1905 1.0048 3 9 1 1
1905 1906 1.0021 3 11 1 1
1906 1907 1 3 11 1 1
1907 1908 0.9969 3 3 1 1
1908 1909 0.9886 3 5 1 2
1909 1910 0.9792 3 8 1 1
1910 1911 0.9758 3 5 1 2
1911 1912 0.9745 3 2 1 1
1912 1913 0.9741 3 3 1 1
1913 1914 0.9547 3 5 1 2
1914 1915 0.9387 3 7 3 1
1915 1916 0.9356 3 6 1 2
1916 1917 0.9287 3 3 1 1
1917 1918 0.9274 3 4 1 2
1918 1919 0.9184 3 11 1 1
1919 1920 0.8994 3 5 1 2
1920 1921 0.8971 3 3 1 1
1921 1922 0.8768 3 5 1 2
1922 1923 0.8571 3 3 1 1
1923 1924 0.8553 3 10 1 2
1924 1925 0.8534 3 2 1 1
1925 1926 0.8441 3 2 1 1
1926 1927 0.842 3 8 1 1
1927 1928 0.8369 3 7 1 1
1928 1929 0.8263 3 9 3 1
1929 1930 0.8244 3 9 1 1
1930 1931 0.8195 3 11 1 1
1931 1932 0.8095 3 5 1 2
1932 1933 0.7965 3 3 1 1
1933 1934 0.7955 3 4 1 1
1934 1935 0.7752 3 3 1 1
1935 1936 0.7643 3 4 1 1
1936 1937 0.7608 3 11 1 1
1937 1938 0.751 3 4 1 1
1938 1939 0.7396 3 2 1 1
1939 1940 0.7181 3 10 1 2
1940 1941 0.7136 3 8 1 1
1941 1942 0.7125 3 7 1 2
1942 1943 0.7083 3 2 1 1
1943 1944 0.7047 3 5 1 2
1944 1945 0.6364 3 4 1 2
1945 1946 0.6008 3 7 3 1
1946 1947 0.5955 3 4 1 1
1947 1948 0.5761 3 4 1 2
1948 1949 0.5633 3 9 1 1
1949 1950 0.5555 3 5 1 2
1950 1951 0.554 3 8 1 1
1951 1952 0.5498 3 5 1 1
1952 1953 0.5483 3 5 1 2
1953 1954 0.5351 3 7 1 1
1954 1955 0.5132 3 2 3 2
1955 1956 0.5061 3 2 1 1
1956 1957 0.502 3 7 1 1
1957 1958 0.4844 3 4 1 1
1958 1959 0.4828 3 1 2 1
1959 1960 0.4794 3 4 1 2
1960 1961 0.4717 3 11 1 1
1961 1962 0.4716 3 3 1 1
1962 1963 0.4685 3 1 1 2
1963 1964 0.4684 3 7 1 2
1964 1965 0.4664 3 3 1 2
1965 1966 0.4567 3 7 1 2
1966 1967 0.4537 3 1 2 1
1967 1968 0.4526 3 2 1 1
1968 1969 0.452 3 4 1 2
1969 1970 0.45 3 4 1 2
1970 1971 0.4492 3 4 1 2
1971 1972 0.4464 3 4 1 2
1972 1973 0.4446 3 2 1 1
1973 1974 0.4367 3 3 1 1
1974 1975 0.4354 3 1 1 1
1975 1976 0.4353 3 4 1 2
1976 1977 0.435 3 4 1 2
1977 1978 0.4311 3 4 1 1
1978 1979 0.4301 3 1 1 2
1979 1980 0.4154 3 4 1 1
1980 1981 0.4107 3 2 1 1
1981 1982 0.4027 3 4 1 2
1982 1983 0.3939 3 10 1 2
1983 1984 0.385 3 2 1 1
1984 1985 0.3781 3 4 1 2
1985 1986 0.3748 3 3 1 2
1986 1987 0.3722 3 5 1 2
1987 1988 0.3691 3 1 1 2
1988 1989 0.3603 3 4 1 2
1989 1990 0.3601 3 4 1 2
1990 1991 0.36 3 4 1 1
1991 1992 0.357 3 11 1 1
1992 1993 0.349 3 3 1 2
1993 1994 0.3437 3 3 1 1
1994 1995 0.3315 3 4 1 1
1995 1996 0.3302 3 3 1 2
1996 1997 0.3292 3 3 1 2
1997 1998 0.3276 3 5 1 2
1998 1999 0.3273 3 1 2 2
1999 2000 0.3272 3 1 1 2
2000 2001 0.3263 3 1 1 2
2001 2002 0.3262 3 4 1 2
2002 2003 0.3228 3 1 1 2
2003 2004 0.3173 3 3 1 2
2004 2005 0.3159 3 1 2 2
2005 2006 0.315 3 1 2 2
2006 2007 0.3135 3 1 2 2
2007 2008 0.313 3 4 1 2
2008 2009 0.3097 3 1 1 2
2009 2010 0.3086 3 11 1 1
2010 2011 0.3078 3 1 2 2
2011 2012 0.3071 3 5 1 2
2012 2013 0.3046 3 2 1 2
2013 2014 0.3015 3 5 1 2
2014 2015 0.2978 3 3 1 2
2015 2016 0.2967 3 1 2 2
2016 2017 0.2954 3 12 1 2
2017 2018 0.291 3 4 1 2
2018 2019 0.2885 3 1 3 2
2019 2020 0.2865 3 4 1 2
2020 2021 0.2827 3 1 1 2
2021 2022 0.2821 3 1 1 1
2022 2023 0.2814 3 1 1 2
2023 2024 0.2777 3 1 1 1
2024 2025 0.2768 3 2 1 2
2025 2026 0.2747 3 1 1 1
2026 2027 0.2727 3 5 1 2
2027 2028 0.272 3 4 1 2
2028 2029 0.2691 3 1 1 2
2029 2030 0.2668 3 5 1 2
2030 2031 0.2654 3 4 1 2
2031 2032 0.2645 3 1 1 1
2032 2033 0.2644 3 3 1 2
2033 2034 0.2632 3 1 1 2
2034 2035 0.2617 3 1 2 2
2035 2036 0.2615 3 10 1 2
2036 2037 0.2596 3 1 2 2
2037 2038 0.2589 3 1 2 2
2038 2039 0.2587 3 1 3 1
2039 2040 0.2577 3 7 1 1
2040 2041 0.2571 3 1 1 1
2041 2042 0.2543 3 3 1 2
2042 2043 0.2529 3 1 1 2
2043 2044 0.2465 3 1 1 2
2044 2045 0.2419 3 1 1 2
2045 2046 0.2405 3 1 1 2
2046 2047 0.238 3 9 1 1
2047 2048 0.2361 3 1 1 2
2048 2049 0.2354 3 2 1 2
2049 2050 0.2352 3 1 1 2
2050 2051 0.235 3 1 1 2
2051 2052 0.2344 3 10 1 2
2052 2053 0.2344 3 3 1 1
2053 2054 0.2321 3 6 1 2
2054 2055 0.2313 3 1 1 1
2055 2056 0.2304 3 1 2 2
2056 2057 0.2303 3 1 1 2
2057 2058 0.2274 3 1 2 1
2058 2059 0.2263 3 3 1 2
2059 2060 0.2253 3 9 1 1
2060 2061 0.2246 3 1 1 2
2061 2062 0.2238 3 1 2 2
2062 2063 0.2223 3 1 1 1
2063 2064 0.2217 3 1 1 2
2064 2065 0.2209 3 1 2 2
2065 2066 0.2193 3 12 1 1
2066 2067 0.2189 3 1 2 1
2067 2068 0.2148 3 12 1 1
2068 2069 0.2141 3 1 1 1
2069 2070 0.2112 3 1 2 2
2070 2071 0.2097 3 12 1 1
2071 2072 0.2095 3 12 1 1
2072 2073 0.2076 3 2 1 1
2073 2074 0.2067 3 2 1 1
2074 2075 0.2061 3 4 1 2
2075 2076 0.2054 3 12 1 1
2076 2077 0.2044 3 1 2 1
2077 2078 0.2038 3 3 1 2
2078 2079 0.2031 3 1 1 1
2079 2080 0.2029 3 10 1 2
2080 2081 0.2029 3 10 1 2
2081 2082 0.2013 3 12 1 1
2082 2083 0.2012 3 1 2 2
2083 2084 0.1986 3 1 2 1
2084 2085 0.1985 3 2 3 1
2085 2086 0.198 3 2 1 1
2086 2087 0.1973 3 1 2 1
2087 2088 0.1971 3 10 1 2
2088 2089 0.1963 3 3 1 2
2089 2090 0.1955 3 1 1 1
2090 2091 0.194 3 1 1 2
2091 2092 0.1933 3 5 1 2
2092 2093 0.1898 3 3 1 1
2093 2094 0.1869 3 2 1 1
2094 2095 0.1858 3 2 1 2
2095 2096 0.1854 3 1 2 1
2096 2097 0.1828 3 1 2 2
2097 2098 0.182 3 1 1 1
2098 2099 0.1798 3 3 1 2
2099 2100 0.179 3 3 1 2
2100 2101 0.1786 3 1 1 1
2101 2102 0.1735 3 1 3 1
2102 2103 0.1711 3 1 1 2
2103 2104 0.1711 3 3 1 2
2104 2105 0.1698 3 1 2 1
2105 2106 0.1693 3 1 1 2
2106 2107 0.1669 3 3 1 2
2107 2108 0.1663 3 1 2 1
2108 2109 0.1622 3 1 1 1
2109 2110 0.1621 3 2 1 2
2110 2111 0.1608 3 3 1 1
2111 2112 0.1608 3 3 1 2
2112 2113 0.1605 3 12 1 1
2113 2114 0.1604 3 2 1 2
2114 2115 0.1602 3 10 1 2
2115 2116 0.1601 3 2 1 2
2116 2117 0.1601 3 3 1 2
2117 2118 0.1599 3 2 1 1
2118 2119 0.1594 3 1 1 2
2119 2120 0.1586 3 1 1 1
2120 2121 0.1584 3 1 2 1
2121 2122 0.1584 3 2 1 1
2122 2123 0.1583 3 1 1 1
2123 2124 0.158 3 2 1 2
2124 2125 0.1575 3 1 2 2
2125 2126 0.1572 3 4 1 2
2126 2127 0.1567 3 3 1 2
2127 2128 0.1565 3 2 1 2
2128 2129 0.1563 3 1 1 1
2129 2130 0.1554 3 1 1 2
2130 2131 0.155 3 1 2 1
2131 2132 0.1545 3 1 2 1
2132 2133 0.1543 3 2 1 2
2133 2134 0.154 3 1 2 2
2134 2135 0.1536 3 12 1 1
2135 2136 0.1535 3 2 1 1
2136 2137 0.1531 3 2 1 2
2137 2138 0.1528 3 12 1 1
2138 2139 0.1527 3 1 2 1
2139 2140 0.1519 3 4 1 2
2140 2141 0.1509 3 1 2 1
2141 2142 0.1508 3 1 2 2
2142 2143 0.15 3 12 1 1
2143 2144 0.15 3 2 1 1
2144 2145 0.1491 3 3 1 2
2145 2146 0.1462 3 12 1 1
2146 2147 0.1456 3 1 2 1
2147 2148 0.1436 3 1 2 1
2148 2149 0.1415 3 12 1 1
2149 2150 0.1413 3 10 1 2
2150 2151 0.1411 3 2 1 1
2151 2152 0.1408 3 2 1 2
2152 2153 0.1405 3 1 2 2
2153 2154 0.14 3 3 1 2
2154 2155 0.1399 3 3 1 2
2155 2156 0.1387 3 2 1 2
2156 2157 0.1383 3 2 1 1
2157 2158 0.1374 3 2 1 1
2158 2159 0.1369 3 2 1 2
2159 2160 0.136 3 1 2 2
2160 2161 0.1351 3 3 1 2
2161 2162 0.1329 3 2 1 2
2162 2163 0.1328 3 11 1 1
2163 2164 0.1323 3 1 2 2
2164 2165 0.1322 3 3 1 2
2165 2166 0.1321 3 2 1 2
2166 2167 0.132 3 3 1 2
2167 2168 0.1319 3 12 1 1
2168 2169 0.1303 3 1 2 1
2169 2170 0.1301 3 1 2 1
2170 2171 0.1296 3 12 1 1
2171 2172 0.1293 3 12 1 1
2172 2173 0.1287 3 1 2 1
2173 2174 0.1286 3 1 2 1
2174 2175 0.1282 3 12 1 1
2175 2176 0.1274 3 2 1 1
2176 2177 0.1272 3 12 1 1
2177 2178 0.1265 3 1 1 1
2178 2179 0.1261 3 10 1 2
2179 2180 0.126 3 12 1 1
2180 2181 0.1246 3 1 1 2
2181 2182 0.1246 3 2 1 1
2182 2183 0.1236 3 1 1 1
2183 2184 0.1231 3 10 1 2
2184 2185 0.122 3 1 2 1
2185 2186 0.1211 3 1 2 1
2186 2187 0.1211 3 2 1 1
2187 2188 0.1211 3 2 1 2
2188 2189 0.1206 3 12 1 1
2189 2190 0.1202 3 1 2 1
2190 2191 0.1202 3 2 1 1
2191 2192 0.1189 3 12 1 1
2192 2193 0.1162 3 12 1 1
2193 2194 0.1156 3 12 1 1
2194 2195 0.1147 3 2 1 2
2195 2196 0.1137 3 1 1 1
2196 2197 0.1135 3 1 2 1
2197 2198 0.1132 3 1 1 1
2198 2199 0.1131 3 3 1 2
2199 2200 0.1126 3 2 1 2
2200 2201 0.1124 3 1 2 1
2201 2202 0.1116 3 10 1 1
2202 2203 0.1073 3 2 1 2
2203 2204 0.1066 3 2 1 2
2204 2205 0.1051 3 12 1 1
2205 2206 0.1051 3 1 1 1
2206 2207 0.1045 3 12 1 1
2207 2208 0.1041 3 12 1 1
2208 2209 0.1031 3 1 2 1
2209 2210 0.1021 3 1 1 1
2210 2211 0.1004 3 3 1 2
2211 2212 0.1 3 4 1 1
2212 2213 0.0991 3 1 2 1
2213 2214 0.099 3 1 1 1
2214 2215 0.0984 3 12 1 1
2215 2216 0.0984 3 2 1 2
2216 2217 0.0976 3 1 2 2
2217 2218 0.0954 3 1 2 1
2218 2219 0.0934 3 3 1 2
2219 2220 0.0932 3 12 1 1
2220 2221 0.091 3 12 1 1
2221 2222 0.0907 3 10 1 2
2222 2223 0.089 3 1 3 1
2223 2224 0.0885 3 2 1 2
2224 2225 0.0877 3 10 1 1
2225 2226 0.0875 3 1 1 1
2226 2227 0.0866 3 1 1 1
2227 2228 0.0854 3 2 1 1
2228 2229 0.0847 3 3 1 2
2229 2230 0.0844 3 1 2 1
2230 2231 0.0831 3 10 1 1
2231 2232 0.0812 3 2 1 2
2232 2233 0.0798 3 1 1 1
2233 2234 0.0797 3 4 1 2
2234 2235 0.0761 3 2 1 2
2235 2236 0.073 3 1 2 2
2236 2237 0.0714 3 10 1 1
2237 2238 0.0706 3 10 1 1
2238 2239 0.0686 3 1 1 1
2239 2240 0.0679 3 10 1 1
2240 2241 0.0671 3 10 1 2
2241 2242 0.0665 3 11 1 2
2242 2243 0.0644 3 2 1 1
2243 2244 0.0643 3 1 1 1
2244 2245 0.0643 3 4 1 2
2245 2246 0.0639 3 11 1 1
2246 2247 0.0638 3 2 1 2
2247 2248 0.0637 3 11 1 1
2248 2249 0.0633 3 10 1 1
2249 2250 0.0618 3 10 1 2
2250 2251 0.0593 3 11 1 1
2251 2252 0.0568 3 10 1 1
2252 2253 0.0564 3 3 1 2
2253 2254 0.0558 3 10 1 1
2254 2255 0.0549 3 11 1 2
2255 2256 0.0533 3 10 1 1
2256 2257 0.0519 3 10 1 1
2257 2258 0.0506 3 3 1 2
2258 2259 0.0502 3 10 1 1
2259 2260 0.0479 3 10 1 1
2260 2261 0.0457 3 2 1 2
2261 2262 0.0449 3 3 1 2
2262 2263 0.0441 3 4 1 2
2263 2264 0.0435 3 10 1 1
2264 2265 0.0433 3 11 1 1
2265 2266 0.0411 3 10 1 1
2266 2267 0.0407 3 11 1 1
2267 2268 0.0403 3 11 1 2
2268 2269 0.0399 3 2 1 2
2269 2270 0.0394 3 7 1 2
2270 2271 0.0387 3 11 1 1
2271 2272 0.0366 3 10 1 1
2272 2273 0.035 3 10 1 1
2273 2274 0.0349 3 10 1 2
2274 2275 0.034 3 10 1 2
2275 2276 0.0275 3 11 1 1
2276 2277 0.0246 3 10 1 2
2277 2278 0.0243 3 2 1 2
2278 2279 0.024 3 10 1 1
2279 2280 0.0237 3 10 1 1
2280 2281 0.0207 3 10 1 1
2281 2282 0.0124 3 7 1 1
2282 2283 0.0064 3 7 1 1
2283 2284 10.6168 4 9 1 2
2284 2285 10.4052 4 12 1 2
2285 2286 10.279 4 7 1 2
2286 2287 10.0054 4 12 1 2
2287 2288 9.9784 4 9 1 2
2288 2289 9.7664 4 9 1 2
2289 2290 9.745 4 12 1 2
2290 2291 9.6262 4 10 1 2
2291 2292 9.5746 4 12 1 2
2292 2293 9.5509 4 7 1 2
2293 2294 9.4658 4 9 1 2
2294 2295 9.3888 4 12 1 2
2295 2296 9.247 4 12 1 2
2296 2297 9.1072 4 12 1 2
2297 2298 9.0272 4 12 1 2
2298 2299 9.0189 4 9 1 2
2299 2300 8.9694 4 12 1 2
2300 2301 8.9471 4 9 1 2
2301 2302 8.7816 4 9 1 2
2302 2303 8.718 4 12 1 2
2303 2304 8.6294 4 12 1 2
2304 2305 8.5398 4 9 1 2
2305 2306 8.33 4 9 1 2
2306 2307 8.2559 4 9 1 2
2307 2308 8.12 4 7 1 2
2308 2309 8.0801 4 12 1 2
2309 2310 7.9514 4 9 1 2
2310 2311 7.9126 4 9 1 2
2311 2312 7.8473 4 7 1 2
2312 2313 7.8125 4 9 1 2
2313 2314 7.694 4 9 1 2
2314 2315 7.6533 4 9 1 2
2315 2316 7.4819 4 9 1 2
2316 2317 7.4559 4 8 1 2
2317 2318 7.3815 4 9 1 2
2318 2319 7.2984 4 9 1 2
2319 2320 7.2771 4 8 1 2
2320 2321 7.2762 4 9 1 2
2321 2322 7.2079 4 11 3 2
2322 2323 7.2065 4 7 1 2
2323 2324 7.088 4 8 1 2
